ID,sentences,label
3972,"Here was a radical, modern movement which championed painting.",idea
3973,The next day she sailed for Pearl Harbor.,place
3974,Habakkuk would be a contemporary of Jeremiah.,idea
3975,The part of Erut in Qinghai is also called the Qinghai Erut.,place
3976,Mazur is of Jewish origins from their father side.,person
3977,"In the top of the mill, a small local history museum was opened.",place
3978,Where as child marriage is common in others.,idea
3979,He collected botanical specimens along the route.,thing
3980,They were just making them to keep warm.,thing
3981,"However in the ""high winds and biting cold"" Ball came back to the field.",person
3982,Officials said that the tape had been cut.,thing
3983,It is in fact two o'clock.,idea
3984,This approach will be outlined below.,idea
3985,It soon became a government center as well as seat of civilization.,place
3986,It refers to a society ruled by the working class.,idea
3987,They support the conductive cells of the phloem and provide strength to the stem.,thing
3988,"His response: ""Yeah, now I can order cheese on my Whopper"".",thing
3989,Many albums included a four-track bonus disc.,thing
3990,"His father owns Captain Tony's, a chain of pizzerias.",place
3991,Investigations were continuing to determine the amount of theft in other countries.,idea
3992,This is the only replica of old monuments in Arcos.,thing
3993,"The software was well received, and people began contributing to its development.",thing
3994,Mobilians used a lot of Western Muskogean in their spoken language.,idea
3995,A hydroboration reaction also takes place on alkynes.,idea
3996,The building was dismantled by removing the original wooden pins from the timber frame.,thing
3997,Amnesty International and some religions oppose capital punishment on moral grounds.,idea
3998,"Their weight varied, from one gram to ten grams or more.",thing
3999,"However, a great deal of damage is done and there are many casualties.",idea
4000,The caduceus is also the symbol of the Customs Agency of Bulgaria.,thing
4001,Each piece was also accompanied by a short poem.,thing
4002,The play received mixed reviews but hers were uniformly positive.,idea
4003,Numerous small Danish islands lie within the belt.,place
4004,An upcoming article at Scholarpedia will discuss the history of whiskered Robots in detail.,idea
4005,"At that time Bahrain acquired a number of runners from African countries, especially Kenya.",place
4006,It is currently owned by the Carling family.,person
4007,All judges and constables serve elected four-year terms.,idea
4008,Living organisms are complex adaptive systems.,idea
4009,Pyridine is coupled by treatment with sodium in ammonia followed by oxidation.,thing
4010,Lady Strathmore outlived four of her ten children.,person
4011,Each event is an occurrence of an observed or inferred process.,idea
4012,Ahmedabad District is divided into ten talukas.,place
4013,The surrounding wilderness area is an ideal terrain for rock climbers and recreational hikers.,place
4014,Propulsion is provided by a dual-thrust solid fuel rocket motor.,thing
4015,This relaunch was short-lived.,idea
4016,Der Ling continued to write and published seven more books.,person
4017,"The team may return to Lubbock or may move to San Angelo, Texas.",place
4018,She was conferred the thine nomination in recognition of her courageous leadership.,idea
4019,Overall the vehicle weighed about less than the standard version of the car.,thing
4020,Public access to the site is not permitted.,place
4021,He was sponsored through university by the Royal Marines.,idea
4022,The Harveyville government consists of a mayor and five council members.,place
4023,This glow is strongest in the microwave region of the radio spectrum.,idea
4024,Voltaire still presides over Ferney with his statue in the center of town.,person
4025,"The first were minted in Brunswick, and indeed the majority were struck there.",thing
4026,Atoms has been recognized several times for innovation and creativity in his work.,person
4027,It is formed when either rain or river water fills the cirque.,place
4028,John Berger wrote a new introduction to the recent Verso Books edition.,person
4029,The event became known as The Rout of Moy.,place
4030,A burnt child dreads the fire.,idea
4031,Her flight was delayed for four hours.,thing
4032,At least five rare or threatened species have been identified in the park.,place
4033,The State of Georgia found Emeritus negligent in McAfee's death.,idea
4034,The coverage was presented by Dave Fanning and Laura Woods.,person
4035,"Menumorut's main fortress was located at Biharia, according to Anonymus.",place
4036,Some teeth have a more variable internal anatomy than others.,idea
4037,Glycals have many uses in synthetic carbohydrate chemistry.,idea
4038,However his loyalty to the King was tested shortly thereafter.,idea
4039,"The station is licensed to Wingate, North Carolina, a suburb of Charlotte.",place
4040,I do that sometimes because I'm pretty hard.,idea
4041,"The premium level contains restaurants, bars and conference areas.",place
4042,"Apparently, his life is driven by his nature to warily review his surroundings.",idea
4043,He also mentions the game as going into overtime which the Argonaut-Kitchener game did.,thing
4044,"The park promotes its signature bike trails, the ""Anthills"", on its website.",place
4045,"With a reputation for rigorous and original investigation, it is required listening in Westminster.",idea
4046,Sales were limited by the availability of only two body styles.,idea
4047,Archer calls this a morphogenetic sequence.,idea
4048,"Shortly afterward, a dispute between the band members resulted in Messiah Marcolin's departure.",person
4049,The name change needed to be enacted into law by the Florida Legislature.,idea
4050,The coat of a gray brocket can range from gray-brown to dark brown.,thing
4051,The city is located in the central part of the Nile Delta region.,place
4052,"Subsequently, the school debated the possibility of motion and other such fundamental questions.",idea
4053,It's a comfortable pair of jeans as a song.,idea
4054,It takes its name from the fairy tale character Cinderella.,idea
4055,He left the government owing to ill health.,person
4056,He studied the insect fauna of Corsica and Andalusia.,place
4057,The game is for two players; each player has three men.,thing
4058,And I still think Durelle was the toughest man I ever faced.,person
4059,"In Maryland, she had lived in virtual freedom but had never been formally emancipated.",place
4060,"Their popular nickname was ""Gisela"".",person
4061,"Nonetheless, these paintings proved popular among the general public, despite their mixed critical reception.",thing
4062,‘Come in!’ cried the little man.,person
4063,"""Mummy's Boy"" was terminated on this occasion.",idea
4064,Newcastle Aerodrome is the closest private airfield a short distance south of Bray.,place
4065,This was the first performance by a Beatle in the United States.,person
4066,Inchiquin's troops looted or destroyed many important religious artefacts.,thing
4067,Daughters Rebecca and Mary both have descendants living today.,person
4068,There are two options: it is either true or false.,idea
4069,"Subduing Captain Gray and his men, Geronimo prepares to execute them.",person
4070,Most of the village was also destroyed then.,place
4071,He was diagnosed with paranoid schizophrenia.,idea
4072,Songwriting and vocals are split between guitarist Dan Boeckner and keyboardist Spencer Krug.,person
4073,A larger relative satellite size increases the strength of their interactions.,idea
4074,The magazine is printed in Japanese only.,thing
4075,Software rendering is not supported anymore.,idea
4076,"He was awarded the scholarship, which funded the remainder of his university expenses.",idea
4077,"Other books in the series include ""Frenzy"", ""Slice"", ""Savant"", and ""Stone Shadow"".",thing
4078,Mosisili was born near Qacha's Nek.,person
4079,"In his youth, Bagapsh was a member of the Georgian basketball team.",person
4080,Many Hunters were also built for the Swedish Air Force.,thing
4081,He demands that Fry be cut open and drained.,idea
4082,Oort was present for the lecture and was greatly impressed.,person
4083,These are scattered over both sides of the equator.,place
4084,The whole villagers are Catholics.,idea
4085,They spent the remainder of the Winter camped near Murfreesboro.,place
4086,Frey studied composition with Antonio Salieri in Vienna.,person
4087,He is given the choice between going to Namsan or the Army Headquarters.,place
4088,"After leaving Ford, Shinoda and Knudsen co-created Rectrans, which built recreational vehicles.",thing
4089,"""Sonic Mega Collection"" features twelve to fourteen complete games in one retail unit.",thing
4090,"According to Randi, DuBois declined his invitation to the challenge.",person
4091,Muon-catalyzed fusion is a technical application of muonic atoms.,idea
4092,An additional thirteen supporting organizations are non-governing members of the Library.,thing
4093,Sterling is part of the Wachusett Regional School District.,place
4094,"As well as a failure of the seat belts, the vehicle structure collapsed.",thing
4095,"In the Middle Ages it had two manors, and a small manor called Bacons.",place
4096,We should be outraged by the chronic underfunding of our social services.,idea
4097,A tiny gnome suddenly appeared.,thing
4098,Do you think he looks silly?,idea
4099,You can use this teatowel to dry yourself.,thing
4100,By twenty-twenty-two I expect the problem will be solved.,idea
4101,A cone costs five cents on Mondays.,thing
4102,I want to know.,idea
4103,Dutton retained his portfolio in the Turnbull Government.,person
4104,They migrate to all parts of peninsular India and Sri Lanka in winter.,place
4105,"He calls upon us to realize that ""we are what we think"".",idea
4106,"Their mascot is the Bulsajo, which translates to ""Phoenix"" in English.",thing
4107,Milhon coined the term cypherpunk and was a founding member of the cypherpunks.,person
4108,"Rubin would later work with The Cult again for the single ""The Witch"".",person
4109,The steel trusses have fixed supports on top of twin columns.,thing
4110,"As she once reportedly said, ""Go to bed early and often"".",idea
4111,Josta used the slogan better do the good stuff now.,idea
4112,He was a nephew of artist Benjamin Franklin Reinhart.,person
4113,"One, ""Sarah"", was an a cappella tune Johnson learned from his adoptive father Johnny.",person
4114,In contrast to the similar-sounding who am I?,idea
4115,"Remarkably, no one was injured.",not applicable
4116,Elizabeth attended University of Chicago Laboratory Schools.,place
4117,Sales of his records exceeded two million.,thing
4118,Many of the species found in the United States are represented in wilderness areas.,place
4119,The old bell survives to this day and serves now as a memorial.,thing
4120,The early flintlocks were mostly converted to percussion ignition.,thing
4121,"From a young age, Kenkhuis had a strong interest in swimming.",person
4122,The largest Arndale Centre built was Manchester Arndale.,place
4123,"School buses are operated by Westernport Road Lines, Cranbourne Transit and Berwick Bus Lines.",thing
4124,"Currently managed by General Growth Properties, it serves the Greater Milwaukee area.",place
4125,He returned to his homeland upon graduation.,place
4126,He was the eldest son of Robert Estienne.,person
4127,Outside observers monitor the subjects' condition via closed circuit television and viewing ports.,thing
4128,The light was repaired and put back into service after the war.,thing
4129,This design was chosen to highlight the fact that this is an island community.,idea
4130,It is in the Colorado Desert ecosystem.,place
4131,Peter-Lukas Graf has made many recordings in his career.,person
4132,"She downgraded Prince Gong to ""advisor"" and promoted the more easily influenced Prince Chun.",person
4133,"In addition, there is an increased risk of left-sided cardiac valve dysfunction.",idea
4134,Tavistock operates under the Walsh Act commission form of New Jersey municipal government.,idea
4135,Data generated by the habitats would be transmitted to ground stations for analysis.,thing
4136,Obligate ram ventilation is also true of some pelagic bony fish species.,idea
4137,They were given to a charity for younger people with cancer.,idea
4138,They were surpassed in wealth only by the merchants of Lavenham and Long Melford.,place
4139,It is the only album by the band to feature guitarist Jeff Cease.,thing
4140,Prost's tires were picking up rubber and had developed a vibration.,thing
4141,He was married to the actress Sara Montiel.,person
4142,"See ""graph embedding"" for other related topics.",idea
4143,It is also used as a cosmetic treatment.,thing
4144,The Obion is a tributary of the Mississippi River.,place
4145,"""Cassin Young"", although damaged, made Kerama Retto under her own power.",thing
4146,He ultimately voted in favor of the legislation.,idea
4147,He was conscious.,idea
4148,"Koppel first became involved in political activism while an exchange student in Marseille, France.",person
4149,Pezzati mainly painted sacred subjects.,idea
4150,He also discovers and aims to foil Giles's plans.,person
4151,"Other emetophiles prefer to vomit themselves, especially on a partner.",idea
4152,"There was a Wesleyan church, and the Roman Catholics owned a section.",place
4153,A large number of warehouses were built around the harbour for storage and trade.,place
4154,"He noted that, ""there does not appear to be much political progress"" in Iraq.",idea
4155,"However, the converse is true: any normal form is also a head normal form.",idea
4156,Minato hosts a large number of embassies.,place
4157,"In other directions, Grasmere is surrounded by high ground.",place
4158,The region's climate and soils favored commodity agriculture over industrial development.,idea
4159,He wrote the series and also designed the characters and Sym-Bionic Units.,idea
4160,"He ruled for a year, before falling in battle.",person
4161,Beerdingungs Lauten was the only representative of grindcore style.,person
4162,"It consists of only one species, Cladoxycanus minos, which is endemic to New Zealand.",thing
4163,"Jones has since starred in three ongoing series, ""Alias"", ""The Pulse"" and ""Jessica Jones"".",person
4164,"In other words, thermodynamics has no meaning for such a process.",idea
4165,"A talented rider, skier, and polo player, Wright was independently wealthy and a model.",person
4166,"McGee Hall typically houses only freshmen girls, while Corcoran Hall houses primarily freshmen boys.",place
4167,Signs with exit tabs were placed prior to this announcement.,thing
4168,They are mostly funded by the Welsh government.,idea
4169,"Like the Yazoo, this river is heavily silt laden.",place
4170,The event combines live performances with specially commissioned awards presented throughout the evening.,idea
4171,She had an older brother named Arthur Besant.,person
4172,Curtis won the Democratic primary.,person
4173,Birth Defects Res Clin Mol Teratol.,idea
4174,He was a Boy Scout and earned its highest rank of Eagle Scout.,person
4175,Her brother Ryu is also a violinist.,person
4176,Historically Swazi people have made jewellery and clothing items from beads.,thing
4177,The tower is octagonal in shape and is divided into five interior stages.,thing
4178,"Noise with Paul Fishman, the former keyboardist with Re-Flex.",person
4179,All units are in persons per square kilometer.,idea
4180,Also in the Cabinet would be an Olympic Security Committee to co-ordinate security planning.,idea
4181,This instrument is scraped with a nail or butter knife.,thing
4182,This law prohibited the practice of seamen taking advances on wages.,idea
4183,The place was then forfeited because of the treason of Robert De Ros.,place
4184,"In all cases, the manufacturer's instructions should be considered definitive.",idea
4185,Random House Australia.,place
4186,Electrical synapses are more common in the central nervous system than previously thought.,idea
4187,Jayapala defaulted on the payment and took to the battlefield once more.,person
4188,Despite various plans the railroad never extended to Canton nor Youngstown.,place
4189,Further the line did not integrate at all with the rest of the network.,idea
4190,Roberto Ruscitti followed in their footsteps.,person
4191,"You must draw a line somewhere, and I draw it at feathers.",idea
4192,"Its aglycone is digitogenin, a spirostan steroid.",thing
4193,All proved to be imposters.,idea
4194,Perhaps this explains the difference between the unchaperoned women.,idea
4195,A remake is a motion picture based on a film produced earlier.,idea
4196,Compressed Natural Gas is a domestic energy produced in Western parts of India.,thing
4197,"Producer Arlene Sherman has called Bert ""everyone's idea of a blind date"".",person
4198,"The company has facilities in Manchester, England, Atlanta, Georgia, United States and in Singapore.",place
4199,Rolling Stone called this song a Nate Dogg throwaway.,idea
4200,This allowed for new software rendering technologies to emerge.,idea
4201,"Chaptalization is permitted, and is fairly common-place.",idea
4202,"When Archer protests, the aliens knock him out.",person
4203,I need one hundred dollars per person.,thing
4204,It may be used to find primes in arithmetic progressions.,idea
4205,This was the Dolphins' third consecutive Super Bowl appearance.,idea
4206,"""On My Own"" reached number five on the Norway Singles Chart.",idea
4207,"Neither of his siblings were portrayed in ""Mask"".",idea
4208,Dayton is married to novelist Arwen Elys Dayton.,person
4209,"Akeley did not use sprayable concrete in his taxidermy work, as is sometimes suggested.",person
4210,The hall has accommodated at least one High Sheriff of Durham.,person
4211,It is named for Admiral David Farragut.,person
4212,"The pavement collapsed earlier this morning, injuring an old lady heading for the market.",thing
4213,It received an English adaptation which aired on Cartoon Network.,idea
4214,"""I have finished my life work"", he said about the book before he died.",thing
4215,Freedom fries was shown as an example of the then-current frosty relations.,idea
4216,Non-conference games were ignored.,idea
4217,The Cape Byron walking track winds through the Cape Byron State Conservation Area.,place
4218,"Women's sports include basketball, cross country, golf, soccer, softball and volleyball.",idea
4219,"Many were hanged, while others died of disease and starvation.",idea
4220,"Educated at All Saints College, Bathurst, and The King's School, Parramatta.",place
4221,"After his death, various singles were compiled on albums, often with significant overlap.",idea
4222,"The novel deals broadly with anarchism, espionage and terrorism.",idea
4223,I suppose the most important thing I contributed to them was friendship.,idea
4224,This companion may be a K-type star.,thing
4225,There is one school: Marden Primary School.,place
4226,Most Turnerschaften are members of either the Coburger Convent or the Marburger Convent.,idea
4227,The filming of this scene was at The Lyric Hammersmith.,place
4228,All three had been members of the short-lived punk rock band Kill Pigs.,thing
4229,"Koosman admitted to being ""suckered"" by anti-tax rhetoric.",idea
4230,It is also the second album to feature Megadeth bandmate Nick Menza on drums.,thing
4231,Trimble was subsequently seen as instrumental in getting his party to accept the accord.,idea
4232,A heliport is located near the base.,place
4233,Any two polar circles of two triangles in an orthocentric system are orthogonal.,idea
4234,Its theme colours are red and black.,thing
4235,A minimum of six months must elapse between the receipt of grades.,idea
4236,"The first appearance of the weapon is the press beta release of ""Doom"".",thing
4237,"Hence, the name Tayug came about.",place
4238,There was nothing like flirtation between her and her partner.,idea
4239,She started a relationship with Wim Gevaert her dance partner.,person
4240,There is also an evening university for mature students.,place
4241,Trekking is popular sport is at these mountains.,place
4242,Glottalic egressives are called ejectives.,idea
4243,The state-of-the-art rubberized floor provides a safe and comfortable indoor walking experience.,thing
4244,Most of the performances had no outcome.,idea
4245,She completed her primary and secondary education in Debre Tabor.,place
4246,The site has been damaged by relic collecting.,place
4247,She also recommended cancelling class trips to risk areas.,idea
4248,There is limited support for vector paths to be integrated.,idea
4249,It stars Megahn Perry as Rose and David Fickas as Eddie.,person
4250,"An example can be found here, including the source in Java.",thing
4251,"Walsh announced he had joined Herbs, but the union lasted less than a year.",person
4252,The Red Skins played their home games at the Sheboygan Municipal Auditorium and Armory.,place
4253,The company does not revive the ballet as often as other ballets.,idea
4254,"The specific epithet (""racemosa"") means ""racemose"".",idea
4255,Enslaved people sometimes accompanied the travelers.,person
4256,It is akin to a ten-octave equalizer with two knobs per octave.,thing
4257,Is the group ring a domain?,idea
4258,"Tracks like ""Faces"" and ""Pause"" introduce a new musical style: new jack swing.",idea
4259,The topography consists of a series of ridges dissected by deeply cut streams.,place
4260,His hobbies were reading and writing.,idea
4261,Derby County midfielder Jacob Butterfield was also revealed to be training with the club.,person
4262,The great dark Ocean of Sup lies in the World of Darkness.,place
4263,He is best known as the author of many books on Cornish Methodism.,idea
4264,"Despite its name, the dish and the terminology are North American, not British.",thing
4265,"All Costanoan languages became extinct, but some are being studied and revived.",idea
4266,Their ancestors adopted the suname Li when they moved to China.,person
4267,"When they come around, their notepads contain nothing useful.",thing
4268,"Other early symptoms are reduced night vision, photophobia and red eyes.",idea
4269,"The phrase is comparable to ""out in the boondocks"".",idea
4270,He lost his mother when he was eight.,person
4271,The highest ranking civil servant in the country is the Cabinet Secretary.,idea
4272,"‘I thought you did,’ said the Mouse.",person
4273,She'll meet us tonight.,not applicable
4274,It wasn't to be.,idea
4275,Hey! Did you see that?,thing
4276,"Feeling threatened by these actions, the Moros decided to challenge the Spanish government.",idea
4277,"King, Big Joe Williams, and Ace Atkins.",person
4278,And this is where we find the roots of the early anarchist movement...,idea
4279,"Although there is said to be a ""Curse of Wallingwells Hall"".",idea
4280,Just like an organ.,thing
4281,Will you trust him that he does it right?,idea
4282,They were charged with staying illegally on Uzbek territory.,place
4283,However there is no record of any passengers arriving on her.,person
4284,"His complete ""cursus honorum"" is known to us by an inscription from Rome.",place
4285,He proudly lost to chess champion Bobby Fischer.,person
4286,I replied that I remembered to have seen him once before.,person
4287,The wrong note entirely.,idea
4288,"He asked me for the introduction, and I gave it.",thing
4289,He had a phlegmatic composure.,idea
4290,Komarov is the nearest rural locality.,place
4291,Each Area is further divided into groups.,idea
4292,It consists of the city of Riga and overseas voters.,place
4293,The programme employs tropes before deconstructing them and challenging the audience about their usage.,idea
4294,Other tribes are known to have inhabited Alberta in the past.,place
4295,Sims however managed to play out the game.,person
4296,The Clutha District Council is based in Balclutha.,place
4297,Andy jumps out the window in sheer panic and begins running away.,person
4298,But we never even got close to it?,idea
4299,Maffey was presented at Court and named Debutante of the Year.,person
4300,This victory denied the Blues a three-peat.,idea
4301,Sixty per cent of those troops were deployed for border monitoring and defense duties.,thing
4302,These were the forerunners of the Territorials.,idea
4303,Add the tune to my House Afterwork playlist.,thing
4304,That's why I'm quitting.,idea
4305,The main armament could be controlled by 'B' turret as well.,thing
4306,Kawaba is not served by any railway services or by any national highways.,place
4307,"JurisPedia runs on the MediaWiki application, but it is not a Wikimedia Foundation project.",idea
4308,"The ""Decretum"" has five parts.",thing
4309,She eventually regains some of her lost mass.,idea
4310,"Regis enjoyed a lengthy spell at Highfield Road, spanning seven seasons at the club.",place
4311,A third modified Ferrari was planned but not completed.,thing
4312,"However, others insist that it is equally bad indoors and outdoors.",idea
4313,"Under his leadership, the band was transformed into the present-day Oshawa Civic Band.",idea
4314,She was particularly associated with the heroines of Donizetti.,idea
4315,"The ""reyong"" has both melodic and non-melodic percussive roles.",thing
4316,"It is now directed by Anthony Jones, a former dancer with Pacific Northwest Ballet.",person
4317,What do you wish me not to have?,idea
4318,The university was my Alma Mata.,place
4319,Don't distress yourself; it's of no use.,idea
4320,"""Whatever you do, do not frighten her,"" he repeated.",idea
4321,"After the appointed date was past, she either died of grief or hanged herself.",idea
4322,"There is a triangular junction at Crystal Brook which joins Tarcoola, Adelaide and Sydney.",place
4323,Her husband stayed behind in Kabul to care for his family.,place
4324,"Because of this, Hughes was the most suitable choice.",person
4325,"Princess Peach eventually starred in other ""Mario"" games such as ""Super Princess Peach"".",person
4326,"Prisoners taken to England included Lord Gray, and Stewart of Rosyth.",person
4327,The square is colloquially known simply as 'Carl Berner'.,place
4328,Rueter also resided at the Shed during the off-seasons of his playing career.,place
4329,This turned out to be the case.,idea
4330,"Conway played on their now-classic song ""Dark-Eyed Sailor"" from their first album, ""Hark!",person
4331,"The group performs one concert per year, for which they rehearse for two weekends.",thing
4332,"Analytic continuation around ""k"" full circuits brings the function back to the original.",idea
4333,Hoodoos are unique eroded formations on Bylot Island and the Borden Peninsula.,thing
4334,Cousin Brucie has since signed on with Sirius Satellite Radio to continue playing oldies.,person
4335,"The media at the time picked up on that, and roasted the Liberal party.",idea
4336,"He is buried at the Old Burial Ground in Littleton, Massachusetts.",place
4337,It is named for Big Run on which it is located.,place
4338,James into Planet Jarrett.,not applicable
4339,He has also written under the pseudonym R. Rupen.,person
4340,They can be heard practicing on bamboo flutes from miles away.,thing
4341,Streaming copyrighted content can involve making infringing copies of the works in question.,idea
4342,The language of composition is thought to be Greek.,idea
4343,Secluded squares include the triangular Canynge Square.,place
4344,"An ideal Hookean spring, for example, would display a straight diagonal force curve.",idea
4345,"He established this temple in Mulabagilu, which was then called Shathaka Vatipuri.",place
4346,Gayatri Reddy was the owner of Deccan Chargers.,person
4347,A bulla was made of differing substances depending upon the wealth of the family.,thing
4348,He was the longest serving justice of the Supreme Court of Canada.,person
4349,The unincorporated communities of Johnstown and Johnstown Center are located in the town.,place
4350,It was the most important and widespread predecessor to the madrigal.,idea
4351,Mario Calvo and it currently plays in the Salvadoran Third Division.,person
4352,"Hinduism, along with Buddhism, arrived in Burma during ancient times.",idea
4353,Consider a tungsten light-bulb filament.,thing
4354,Almost nothing is known of its date or author.,idea
4355,"The genus ""Cobboldia"" breeds in elephants.",thing
4356,"In addition, a person's ""tayammum"" is invalidated as and when water becomes available.",idea
4357,"Internationally, it is a Schedule One drug under the Convention on Psychotropic Substances.",idea
4358,Rostand Island in Antarctica is named after him.,place
4359,She is present in the Egyptian pantheon as early as the First Dynasty.,person
4360,Finite-energy non-periodic waveforms can be analyzed into sinusoids by the Fourier transform.,idea
4361,Several companies have developed tools which allow directional control while rotating.,thing
4362,Seventy-seven is the smallest positive integer requiring five syllables in English.,idea
4363,"The magazine had its headquarters in Everett, Washington.",place
4364,"The ""Akron"" was flown into the sea in bad weather and broke up.",thing
4365,He lined out to Mariners third baseman Manny Castillo.,person
4366,The Pat Anthony Party.,idea
4367,I beg of you not to do this thing.,idea
4368,Byrom did not lead an ordinary provincial life.,person
4369,The song features a variety of other influences as well.,thing
4370,The heart is a double U-shaped tube situated just below the gut.,thing
4371,"Others identify it with Belamon, in Central Israel, near Dothaim.",place
4372,This commercial office building is clad in white terra cotta over a masonry wall.,thing
4373,These roads intersect at the Albert Memorial.,place
4374,One criticism was difficulty in remembering the control keys.,idea
4375,"Organizational Units give a hierarchical structure, and when properly designed can ease administration.",idea
4376,"In the visual arts, it was the period of Neoclassicism.",idea
4377,"This single is believed to be called ""Bombastic"" as teased on her Instagram page.",thing
4378,Each Schlaraffe is always welcome in every Reych in the world.,place
4379,"It is a recording of a performance on Brighton Beach, England.",thing
4380,"He left his mother, telling her where he was going.",person
4381,"Arthur objects, asserting that it can't be done!",person
4382,His father was a ship captain who sailed to the West Indies.,person
4383,Addressing security issues has been a major focus of the bundle protocol.,idea
4384,The player unit is upgradeable by firmware upgrade from the website.,thing
4385,He demanded that Singapore's political opposition be arrested as a condition of merger.,idea
4386,"Before the industrial era, travel by water was often easier than over land.",idea
4387,The most obvious explanation is that it was written very quickly.,idea
4388,In the distance towards the center is a strangely eroded rock form.,thing
4389,Extensive use of copper became common during this time.,idea
4390,Scheer also appeared on the Jennette McCurdy web series What's Next for Sarah?,person
4391,The company started moving some work to Korea and Taiwan.,place
4392,"The population kept livestock and fished for cod, herring, and lobster.",idea
4393,"Because pollution is highly associated with production, pollution will most likely increase.",idea
4394,The district is represented by Democrat Tulsi Gabbard.,person
4395,"Parts of the valley areas are used for agriculture, especially production of cereals.",place
4396,The positive results of this eventually afforded him the position of Psychiatric Art Therapist.,idea
4397,Many Jews fled to the United States.,place
4398,The album was not released at the time of its recording.,thing
4399,"No deaths, injuries or significant damages were reported in Hawaii.",place
4400,"Behind them are Ed Asner, Rosalind Russell and Jessica Lange with five wins.",person
4401,"These are Gaelic patronymic forms of the personal name ""Paul"".",idea
4402,He rounded off the season with a fifth-place finish in Japan.,thing
4403,Successful wheat production in the area helped establish the small town of Greenough.,place
4404,Paolo Conte received many awards and recognitions from numerous nations.,person
4405,"It is the second ""sideshow"" entry in the group's Dark Carnival saga.",idea
4406,All the schools are located outside of the city limits of Clarkston.,place
4407,The station became affiliated with the DuMont Television Network later that year.,place
4408,There is no further substring on the left.,idea
4409,He is known for his research that combines his interests.,idea
4410,Protists are asexual but can reproduce rapidly through mitosis or by fragmentation.,thing
4411,The film is based by the book of the same name by Margaret Mahy.,idea
4412,"Begone, for God’s sake, and hide your vixen face!",idea
4413,All the programmes are dubbed in Tamil and it has been receiving tremendous responses.,idea
4414,Bernhard Riemann attended his classes on elliptic functions.,person
4415,"By the time ""Schofield"" arrived, the minecraft was dead in the water.",person
4416,Depending on the anatomy it has to be done as a surface piercing.,thing
4417,"Nonetheless, five out of six attempts to evade the Union blockade were successful.",idea
4418,"She calls it quits, returns home and agrees to marry Deepak.",person
4419,When I have a book one will be glad to have it published.,idea
4420,Her father had called him to their home to repair an organ.,thing
4421,It was the sixth event under the Judgement name.,idea
4422,Virus infections start when viral particles bind to host surface cellular receptors.,idea
4423,Spain has an embassy in Abidjan.,place
4424,The hook is a powerful punch with knockout power.,idea
4425,"He is buried at New Pleasant Valley Cemetery in Letohatchee, Alabama.",place
4426,It describes the frequency of publication by authors in any given field.,idea
4427,"Outside of North America, the show aired in Israel on Hop!",place
4428,Ravenswood is the base of the Wessex Forensic Psychiatric Service.,place
4429,It can be frozen for shipping or storage.,thing
4430,Nana's ultimate fate was never known.,idea
4431,They use tags in memory to facilitate parallelism.,idea
4432,"Emperor Yang was displeased, and the matter was not again discussed.",person
4433,News of Salem's suicide was kept from Fassbinder for years.,idea
4434,This application continues to dominate consumption of cocoa butter.,thing
4435,The interrupt acknowledge method is used by the Intel Pentium and many older microprocessors.,thing
4436,It was essentially the highest office in the Federal State of Macedonia.,place
4437,The pueblo maintains a growing herd of buffalo.,thing
4438,"Her novel ""The Bloody Sun"" is dedicated to him.",thing
4439,All songs by Royston Langdon except when noted.,idea
4440,He was the son of Dawit the First by Queen Seyon Mangasha.,person
4441,It is served by Vila Brazil Airport.,place
4442,Disused station Rupertswood is located between Clarkefield and Sunbury.,place
4443,"""Scores"" was the last of Manilow's creative projects with the Concord label.",idea
4444,"Other items from the society's collections are showcased in revolving, temporary exhibits.",idea
4445,The floor is covered in medieval encaustic tiles.,thing
4446,Two weeks later an ambush on Navy patrolmen leaves another wounded.,thing
4447,They are in the Philippines also to learn English.,place
4448,They end up from the West Division of the Mid-American Conference behind Northern Illinois.,place
4449,For an equal amount of time.,idea
4450,Diplomatic relations with this country were broken off in July.,place
4451,This ensures that the sensitive data of travelers cannot be read without their consent.,idea
4452,Alec Coppel was nominated for the Academy Award for Best Story.,person
4453,"It was a little strange at first, but there's no bad blood.",idea
4454,It is commercially fished downstream of the Rt.,thing
4455,"Prior to that, the tree was known simply as Giant Oak.",thing
4456,"During the match, Roma acted very indifferent to his tag team partner.",person
4457,"Following the reward offer, Lafitte wrote Claiborne a note denying the charges of piracy.",person
4458,"He also edited for some time the ""Kapunda Herald"".",person
4459,The first movement is characterized by its bold and heroic introduction.,idea
4460,There was also the team classification.,idea
4461,Kenneth Alexander and Richard Alexander were the team captains.,person
4462,He rose to the rank of Colonel.,person
4463,The first episode was watched by more than one million viewers.,thing
4464,"Tell me the weather forecast for Roseburg, Iowa",place
4465,Brewster was the only Pilgrim with political and diplomatic experience.,person
4466,It is common both as a given name and a surname.,idea
4467,Hormonal replacement such as steroid is given to patients because of steroid withdrawal.,thing
4468,Some of her work has been translated into Russian.,idea
4469,"Marshall Hole was born in Tiverton in Devon, England.",person
4470,Nothing seemed to matter.,idea
4471,The gin is best made with Hawaiian Punch.,thing
4472,"The Dolphin and Swan share similar elements, but each has a distinctive appearance.",thing
4473,The content was nebulous.,idea
4474,He was an incorrigible snob; he even called himself Master Snob.,person
4475,Tarot is generally of a kind and sympathetic nature.,idea
